,descricao_detalhada,marca,departamento_macro,departamento,categoria_familia,tipo_produto,subtipo_funcao,segmento_mercado,publico_ou_tom,grupo_navegacao,apresentacao_publico
159,ONICUT GEL 5ML,ONICUT,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,FORTALECEDORES UNHAS,OLEO,,,CUIDADOS MANIC. PEDIC.,REGULAR
160,CREME PARA CUTÍCULAS GRANADO PINK 100G,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
161,ANTITRANSPIRANTE FORTILON MÃOS E PÉS 100G,FORTILON,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
162,ESFOLIANTE TENYS PÉ BARUEL WOMAN 100G,TENYS PE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
163,CREME PARA OS PÉS AMORÁVEL 90G,AMORAVEL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
164,APARELHO ESFOLIADOR ELETRÔNICO PARA OS PÉS AMOPÉ,AMOPE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,ESFOLIANTE ELETRONICO,,,CUIDADOS MANIC. PEDIC.,REGULAR
165,GEL PARA PÉS E PERNAS REFRESCANTES AGUA RABELO 90G,AGUA RABELO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,GEL,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
166,KIT APARELHO ESFOLIADOR ELETRÔNICO PARA OS PÉS AMOPÉ GRÁTIS SÉRUM DE HIDRATAÇÃO INTENSA AMOPÉ 30ML,AMOPE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,ESFOLIANTE ELETRONICO,,,CUIDADOS MANIC. PEDIC.,REGULAR
167,LEITE DE IMERSÃO PARA PÉS GRANADO PINK 110ML,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
168,CREME TENYS PÉ BARUEL ANTIRRESSECAMENTO 60G,TENYS PE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
169,CREME REPARADOR PARA OS PÉS FOR HER DR. SCHOLLS 99G,DR SCHOLLS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
170,HIDRATANTE FORTILON PÉS RESSECADOS 120G,FORTILON,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
171,REMOV DE CUTICULA VELOX SANTE 15ML,VELOX,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR DE CUTICULA,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
172,CREME PARA PÉS ULTRA ESFOLIANTE DR. SCHOLL&#39;S  COM 60G,DR SCHOLLS,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
173,GNANO HIDRATANTE PARA PÉS E ÁREAS RESSECADAS 60G,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
174,FOOTNER ESPUMA HIDRATANTE PARA OS PÉS 100ML,FOOTNER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,ESPUMA,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
175,FOOTNER MEIAS ESFOLIANTES COM 01 PAR GRÁTIS FOOTNER CANETA PARA REDUÇÃO DE CALOSIDADES,FOOTNER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
176,MINANCORA ALÍVIO DO PÉ 80G,MINANCORA,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
177,FOOTNER MEIAS ESFOLIANTES COM 01 PAR,FOOTNER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
178,"CREME PARA CUTÍCULAS GRANADO PINK 3,5G",GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
179,SERUM OPI REPAIR MODE 9ML,OPI,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,FORTALECEDORES UNHAS,OLEO,,,CUIDADOS MANIC. PEDIC.,REGULAR
180,KIT SPA GRANADO PINK RELAXANTE PARA OS PÉS COM 01 SACHÊ ESCALDA PÉS + 01 MANTEIGA EMOLIENTE + 01ESFOLIANTE DE PEDRA POMES + + 01 GEL PARA PÉS E PERNAS,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
181,ESFOLIANTE PARA OS PES AMORAVEL HIDRATANTE CREME 80G,AMORAVEL,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
182,KIT SPA DOS PÉS DAUF 5 PRODUTOS,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,PES E MAOS,,,CUIDADOS MANIC. PEDIC.,KIT
183,SÉRUM AMOPÉ 30ML,AMOPE,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,SERUM,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
184,REMOV DE CUTICULA VELOX SANTE 35ML,VELOX,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,REMOVEDOR DE CUTICULA,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
185,FOOTNER CREME REPARADOR PARA CALCANHARES 75ML,FOOTNER,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
186,ÓLEO FORTALECEDOR DE UNHAS GRANADO PINK 10ML,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,FORTALECEDORES UNHAS,OLEO,,,CUIDADOS MANIC. PEDIC.,REGULAR
187,LIXA MARCO BONI T6106,MARCO BONI,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,LIQUIDO,NAO CLASSIFICADO,,,CUIDADOS MANIC. PEDIC.,NAO CLASSIFICADO
188,CREME PARA CUTÍCULAS DAUF 25G,DAUF,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,HIDRATANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
189,ESFOLIANTE GRANADO PEDRA POMES PINK COM 90G ,GRANADO,NAO MEDICAMENTO,BELEZA,MANICURE E PEDICURE,ESFOLIANTE,CREME,,,CUIDADOS MANIC. PEDIC.,NAO DEFINIDO
